repo,pr_number,author,diff_hunk,review_comment,label
django/django,19794,cliffordgama,,"Oh one more idea: I know this PR focuses on `Exact`, but since we're providing `JSONNull`, we might as well test it with `In`:

```diff
diff --git a/tests/model_fields/test_jsonfield.py b/tests/model_fields/test_jsonfield.py
index deeb71fe14..39a7e90820 100644
--- a/tests/model_fields/test_jsonfield.py
+++ b/tests/model_fields/test_jsonfield.py
@@ -1291,6 +1291,14 @@ class JSONNullTests(TestCase):
             NullableJSONModel.objects.filter(value__isnull=True), []
         )
 
+    @skipIfDBFeature(""interprets_empty_strings_as_nulls"")
+    def test_filter_in(self):
+        obj = NullableJSONModel.objects.create(value=JSONNull())
+        self.assertSequenceEqual(
+            NullableJSONModel.objects.filter(value__in=[JSONNull()]),
+            [obj],
+        )
+
     def test_case_expression(self):
         with self.subTest(""JSONNull() in When.then""):
             obj = NullableJSONModel.objects.create(value={""key"": ""value""})
```",
pandas-dev/pandas,61828,eicchen,"@@ -2299,35 +2308,31 @@ def test_mixed_col_index_dtype(string_dtype_no_object):
     tm.assert_frame_equal(result, expected)
 
 
-dt_params = [
-    (tm.ALL_INT_NUMPY_DTYPES[0], 10),
-    (tm.ALL_INT_EA_DTYPES[0], 10),
-    (tm.FLOAT_NUMPY_DTYPES[0], 4.9),
-    (tm.FLOAT_EA_DTYPES[0], 4.9),
-]
-
-axes = [0, 1]
-
-
+@pytest.mark.parametrize(""axis"", [0, 1])
 @pytest.mark.parametrize(
-    ""dtype,fill_val, axis"",
-    [(dt, val, axis) for axis in axes for dt, val in dt_params],
+    ""dtype, fill_val"",
+    [
+        (tm.ALL_INT_NUMPY_DTYPES[0], 10),
+        (tm.ALL_INT_EA_DTYPES[0], 10),
+        (tm.FLOAT_NUMPY_DTYPES[0], 4.9),
+        (tm.FLOAT_EA_DTYPES[0], 4.9),
+    ],
 )
-def test_df_mul_array_fill_value(dtype, fill_val, axis):
+def test_df_mul_array_fill_value(dtype, fill_val, axis, request):
     # GH 61581
     if dtype == tm.ALL_INT_NUMPY_DTYPES[0]:
-        # Numpy int type cannot represent NaN
-        safe_null = fill_val
-    else:
-        safe_null = np.nan
-
-    df = DataFrame([[safe_null, 1, 2], [3, safe_null, 5]], dtype=dtype)
-
-    mult = pd.array([safe_null, 1.0], dtype=dtype)
-
-    result = df.mul(mult, axis=0, fill_value=fill_val)
-    expected = DataFrame(
-        [[safe_null * safe_null, fill_val, fill_val * 2], [3.0, fill_val, 5.0]]
-    ).astype(dtype)
+        request.applymarker(pytest.mark.xfail(reason=""NumPy int cannot represent NaN""))",what is it accomplishing?,
django/django,20938,VIZZARD-X,"@@ -0,0 +1,51 @@
+==========================================
+How to test pre-release versions of Django
+==========================================
+
+.. note::
+    Testing pre-releases is a great way to contribute to Django. Early testers
+    help catch bugs before the final release, ensuring a smoother upgrade
+    experience for everyone. [cite: 33, 34]
+
+Prerequisites
+=============
+
+Before testing a pre-release, it is a reasonable prerequisite that your project
+is running smoothly on the latest stable release of Django. [cite: 35] See the
+:doc:`/howto/upgrade-version` guide for instructions on getting your codebase
+up to date. [cite: 36]","Not quite... The actual integration was done by hand, even though I relied on an LLM to help me draft the prose and get the syntax correct. I found the proper Sphinx :doc: cross-referencing for the upgrade guide, wired the new file into index.txt, and ran the local make html and sphinxlint checks to make sure it actually built correctly without warnings. I also looked into the docs/howto/structure to see how things were organised.

The LLM served as syntax assistant because I'm still getting used to Django's documentation structure, but I am solely responsible for the patch. Thank you for reviewing this; if there is anything in the actual content or phrasing that you would like me to change, please let me know.",
tiangolo/fastapi,14982,tiangolo,"@@ -0,0 +1,640 @@
+---
+name: fastapi
+description: FastAPI best practices and conventions. Use when working with FastAPI APIs and Pydantic models for them. Keeps FastAPI code clean and up to date with the latest features and patterns, updated with new versions. Write new code or refactor and update old code.
+---
+
+# FastAPI
+
+Official FastAPI skill to write code with best practices, keeping up to date with new versions and features.
+
+## Use the `fastapi` CLI
+
+To run the development server, in localhost, with reload:
+
+```bash
+fastapi dev
+```
+
+
+And to run the production server:
+
+```bash
+fastapi run
+```
+
+### Add an entrypoint in `pyproject.toml`
+
+FastAPI CLI will read the entrypoint in `pyproject.toml` to know where the FastAPI app is declared.
+
+```toml
+[tool.fastapi]
+entrypoint = ""my_app.main:app""
+```
+
+This way the same command can be used without having to pass a path every time.
+
+### Use `fastapi` with a path
+
+When adding the entrypoint to `pyproject.toml` is not possible, or the user explicitly asks not to, or it's running an independent small app, you can pass the path to the file to the `fastapi` command:
+
+```bash
+fastapi dev my_app/main.py
+```
+
+## Use `Annotated`
+
+Always prefer the `Annotated` style for parameter and dependency declarations.
+
+It keeps the function signatures working in other contexts, respects the types, allows reusability.
+
+### In Parameter Declarations
+
+Use `Annotated` for parameter declarations, including `Path`, `Query`, `Header`, etc.:
+
+```python
+from typing import Annotated
+
+from fastapi import FastAPI, Path, Query
+
+app = FastAPI()
+
+
+@app.get(""/items/{item_id}"")
+async def read_item(
+    item_id: Annotated[int, Path(ge=1, description=""The item ID"")],
+    q: Annotated[str | None, Query(max_length=50)] = None,
+):
+    return {""message"": ""Hello World""}
+```
+
+instead of:
+
+```python
+# DO NOT DO THIS
+from fastapi import FastAPI, Path, Query
+
+app = FastAPI()
+
+
+@app.get(""/items/{item_id}"")
+async def read_item(
+    item_id: int = Path(ge=1, description=""The item ID""),
+    q: str | None = Query(default=None, max_length=50),
+):
+    return {""message"": ""Hello World""}
+```
+
+### For Dependencies
+
+Use `Annotated` for dependencies with `Depends()`.
+
+Unless asked not to, create a new type alias for the dependency to allow re-using it.
+
+```python
+from typing import Annotated
+
+from fastapi import Depends, FastAPI
+
+app = FastAPI()
+
+
+def get_current_user():
+    return {""username"": ""johndoe""}
+
+
+CurrentUserDep = Annotated[dict, Depends(get_current_user)]
+
+
+@app.get(""/items/"")
+async def read_item(current_user: CurrentUserDep):
+    return {""message"": ""Hello World""}
+```
+
+instead of:
+
+```python
+# DO NOT DO THIS
+from fastapi import Depends, FastAPI
+
+app = FastAPI()
+
+
+def get_current_user():
+    return {""username"": ""johndoe""}
+
+
+@app.get(""/items/"")
+async def read_item(current_user: dict = Depends(get_current_user)):
+    return {""message"": ""Hello World""}
+```
+
+## Do not use Ellipsis for *path operations*
+
+Do not use `...` as a default value for required parameters.
+
+Do this, without Ellipsis (`...`):
+
+```python
+from typing import Annotated
+
+from fastapi import FastAPI, Query
+
+app = FastAPI()
+
+
+@app.get(""/items/"")
+async def read_item(project_id: Annotated[int, Query()]):
+    return {""message"": ""Hello World""}
+```
+
+instead of this:
+
+```python
+# DO NOT DO THIS
+from fastapi import FastAPI, Query
+
+app = FastAPI()
+
+
+@app.get(""/items/"")
+async def read_item(project_id: int = Query(...)):
+    return {""message"": ""Hello World""}
+```
+
+## Do not use Ellipsis for Pydantic models
+
+Do this, without Ellipsis (`...`):
+
+```python
+from fastapi import FastAPI
+from pydantic import BaseModel, Field
+
+app = FastAPI()
+
+
+class Item(BaseModel):
+    name: str
+    description: str | None = None
+    price: float = Field(gt=0)
+
+
+@app.post(""/items/"")
+async def create_item(item: Item):
+    return {""message"": ""Hello World""}
+```
+
+instead of this:
+
+```python
+# DO NOT DO THIS
+from fastapi import FastAPI
+from pydantic import BaseModel, Field
+
+app = FastAPI()
+
+
+class Item(BaseModel):
+    name: str = ...
+    description: str | None = None
+    price: float = Field(..., gt=0)
+
+
+@app.post(""/items/"")
+async def create_item(item: Item):
+    return {""message"": ""Hello World""}
+```
+
+## Return Type or Response Model
+
+When possible, include a return type. It will be used to validate, filter, document, and serialize the response.
+
+```python
+from fastapi import FastAPI
+from pydantic import BaseModel
+
+app = FastAPI()
+
+
+class Item(BaseModel):
+    name: str
+    description: str | None = None
+
+
+@app.get(""/items/me"")
+async def get_item() -> Item:
+    return Item(name=""Plumbus"", description=""All-purpose home device"")
+```
+
+**Important**: Return types or response models are what filter data ensuring no sensitive information is exposed. And they are used to serialize data with Pydantic, this is the main idea that can increase response performance.
+
+The return type doesn't have to be a Pydantic model, it could be a different type, like a list of Pydantic models, or a dict, etc.
+
+### When to use `response_model` instead
+
+If the return type is not the same as the type that you want to use to validate, filter, serialize, use the `response_model` parameter on the decorator instead.
+
+```python
+from typing import Any
+
+from fastapi import FastAPI
+from pydantic import BaseModel
+
+app = FastAPI()
+
+
+class Item(BaseModel):
+    name: str
+    description: str | None = None
+
+
+@app.get(""/items/me"", response_model=Item)
+async def get_item() -> Any:
+    return {""name"": ""Foo"", ""description"": ""A very nice Item""}
+```
+
+This can be in particular useful when filtering data to expose only the public fields, and avoid exposing sensitive information.
+
+```python
+from typing import Any
+
+from fastapi import FastAPI
+from pydantic import BaseModel
+
+app = FastAPI()
+
+
+class InternalItem(BaseModel):
+    name: str
+    description: str | None = None
+    secret_key: str
+
+
+class Item(BaseModel):
+    name: str
+    description: str | None = None
+
+
+@app.get(""/items/me"", response_model=Item)
+async def get_item() -> Any:
+    item = InternalItem(
+        name=""Foo"", description=""A very nice Item"", secret_key=""supersecret""
+    )
+    return item
+```
+
+## Performance
+
+Do not use `ORJSONResponse` or `UJSONResponse`, they are deprecated.
+
+Instead declare a return type or response model. Pydantic will handle the data serialization in the Rust side.","(or just ""in Rust"" ?)",
django/django,20539,artirix1927,,"#### Uncovered lines in changed files

```
-------------
django/contrib/auth/apps.py (100%)
django/contrib/auth/management/__init__.py (98.3%): Missing lines 137
-------------
Total:   61 lines
Missing: 1 line
Coverage: 98%
-------------

```
**Note:** Missing lines are warnings only. Some database-specific lines may not be measured. [More information](https://docs.djangoproject.com/en/dev/internals/contributing/writing-code/unit-tests/#code-coverage-on-pull-requests)",
pallets/flask,5737,strugee,,"That's good to know, rST links are a lot more complicated than I already thought they were. Ultimately, we're moving to myst-parser and Markdown, so this problem will go away.",
pandas-dev/pandas,65021,jbrockmendel,,Thanks @jbrockmendel ,
pandas-dev/pandas,65024,jbrockmendel,"@@ -2356,10 +2358,29 @@ def _get_values_repr(self) -> str:
             na_rep=""NaN"",
             quoting=QUOTE_NONNUMERIC,
         )
+        return [val.strip() for val in fmt_values]
 
-        fmt_values = [i.strip() for i in fmt_values]
-        joined = "", "".join(fmt_values)
-        result = ""["" + joined + ""]""
+    @staticmethod
+    def _format_values_line(fmt_values: list[str], max_width: int) -> str:
+        """"""Format a list of values into a bracketed, width-respecting string.""""""
+        if max_width == 0:
+            return ""["" + "", "".join(fmt_values) + ""]""
+
+        result = ""[""
+        cur_col_len = 1  # account for the opening bracket
+        start = True
+        for val in fmt_values:
+            if not start:
+                if cur_col_len + 2 + len(val) > max_width:
+                    result += "",\n ""
+                    cur_col_len = 1  # 1 space indent
+                else:
+                    result += "", ""
+                    cur_col_len += 2
+            result += val
+            cur_col_len += len(val)
+            start = False
+        result += ""]""","Might it be more performance to `"""".join` all the strings at the end compared to continually building up a string with `+=`",
django/django,20587,charettes,"@@ -420,10 +420,6 @@ class BaseDatabaseFeatures:
     # Does the Round() database function round to even?
     rounds_to_even = False
 
-    # Should dollar signs be prohibited in column aliases to prevent SQL
-    # injection?
-    prohibits_dollar_signs_in_column_aliases = False","We can add a short note:
```
* The ``DatabaseFeatures.prohibits_dollar_signs_in_column_aliases`` feature flag is removed.
```",
scrapy/scrapy,7300,wRAR,,"## [Codecov](https://app.codecov.io/gh/scrapy/scrapy/pull/7300?dropdown=coverage&src=pr&el=h1&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=scrapy) Report
:x: Patch coverage is `85.18519%` with `8 lines` in your changes missing coverage. Please review.
:white_check_mark: Project coverage is 93.18%. Comparing base ([`7010985`](https://app.codecov.io/gh/scrapy/scrapy/commit/7010985e4f37150834bd25f5c7820b40df3399b4?dropdown=coverage&el=desc&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=scrapy)) to head ([`55353ca`](https://app.codecov.io/gh/scrapy/scrapy/commit/55353ca23e6ea51a62b98e33d78a4f9665eab396?dropdown=coverage&el=desc&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=scrapy)).
:warning: Report is 1 commits behind head on master.
:white_check_mark: All tests successful. No failed tests found.

| [Files with missing lines](https://app.codecov.io/gh/scrapy/scrapy/pull/7300?dropdown=coverage&src=pr&el=tree&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=scrapy) | Patch % | Lines |
|---|---|---|
| [scrapy/extensions/debug.py](https://app.codecov.io/gh/scrapy/scrapy/pull/7300?src=pr&el=tree&filepath=scrapy%2Fextensions%2Fdebug.py&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=scrapy#diff-c2NyYXB5L2V4dGVuc2lvbnMvZGVidWcucHk=) | 0.00% | [3 Missing :warning: ](https://app.codecov.io/gh/scrapy/scrapy/pull/7300?src=pr&el=tree&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=scrapy) |
| [scrapy/utils/console.py](https://app.codecov.io/gh/scrapy/scrapy/pull/7300?src=pr&el=tree&filepath=scrapy%2Futils%2Fconsole.py&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=scrapy#diff-c2NyYXB5L3V0aWxzL2NvbnNvbGUucHk=) | 33.33% | [2 Missing :warning: ](https://app.codecov.io/gh/scrapy/scrapy/pull/7300?src=pr&el=tree&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=scrapy) |
| [scrapy/http/cookies.py](https://app.codecov.io/gh/scrapy/scrapy/pull/7300?src=pr&el=tree&filepath=scrapy%2Fhttp%2Fcookies.py&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=scrapy#diff-c2NyYXB5L2h0dHAvY29va2llcy5weQ==) | 0.00% | [1 Missing :warning: ](https://app.codecov.io/gh/scrapy/scrapy/pull/7300?src=pr&el=tree&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=scrapy) |
| [scrapy/pipelines/files.py](https://app.codecov.io/gh/scrapy/scrapy/pull/7300?src=pr&el=tree&filepath=scrapy%2Fpipelines%2Ffiles.py&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=scrapy#diff-c2NyYXB5L3BpcGVsaW5lcy9maWxlcy5weQ==) | 0.00% | [1 Missing :warning: ](https://app.codecov.io/gh/scrapy/scrapy/pull/7300?src=pr&el=tree&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=scrapy) |
| [scrapy/utils/benchserver.py](https://app.codecov.io/gh/scrapy/scrapy/pull/7300?src=pr&el=tree&filepath=scrapy%2Futils%2Fbenchserver.py&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=scrapy#diff-c2NyYXB5L3V0aWxzL2JlbmNoc2VydmVyLnB5) | 50.00% | [1 Missing :warning: ](https://app.codecov.io/gh/scrapy/scrapy/pull/7300?src=pr&el=tree&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=scrapy) |

<details><summary>Additional details and impacted files</summary>



```diff
@@           Coverage Diff           @@
##           master    #7300   +/-   ##
=======================================
  Coverage   93.18%   93.18%           
=======================================
  Files         166      166           
  Lines       12791    12798    +7     
  Branches     1647     1647           
=======================================
+ Hits        11919    11926    +7     
  Misses        614      614           
  Partials      258      258           
```

| [Files with missing lines](https://app.codecov.io/gh/scrapy/scrapy/pull/7300?dropdown=coverage&src=pr&el=tree&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=scrapy) | Coverage Δ | |
|---|---|---|
| [scrapy/addons.py](https://app.codecov.io/gh/scrapy/scrapy/pull/7300?src=pr&el=tree&filepath=scrapy%2Faddons.py&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=scrapy#diff-c2NyYXB5L2FkZG9ucy5weQ==) | `89.65% <100.00%> (ø)` | |
| [scrapy/commands/bench.py](https://app.codecov.io/gh/scrapy/scrapy/pull/7300?src=pr&el=tree&filepath=scrapy%2Fcommands%2Fbench.py&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=scrapy#diff-c2NyYXB5L2NvbW1hbmRzL2JlbmNoLnB5) | `100.00% <100.00%> (ø)` | |
| [scrapy/commands/check.py](https://app.codecov.io/gh/scrapy/scrapy/pull/7300?src=pr&el=tree&filepath=scrapy%2Fcommands%2Fcheck.py&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=scrapy#diff-c2NyYXB5L2NvbW1hbmRzL2NoZWNrLnB5) | `97.46% <100.00%> (+0.09%)` | :arrow_up: |
| [scrapy/commands/fetch.py](https://app.codecov.io/gh/scrapy/scrapy/pull/7300?src=pr&el=tree&filepath=scrapy%2Fcommands%2Ffetch.py&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=scrapy#diff-c2NyYXB5L2NvbW1hbmRzL2ZldGNoLnB5) | `90.56% <100.00%> (ø)` | |
| [scrapy/contracts/\_\_init\_\_.py](https://app.codecov.io/gh/scrapy/scrapy/pull/7300?src=pr&el=tree&filepath=scrapy%2Fcontracts%2F__init__.py&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=scrapy#diff-c2NyYXB5L2NvbnRyYWN0cy9fX2luaXRfXy5weQ==) | `93.15% <100.00%> (ø)` | |
| [scrapy/core/downloader/handlers/\_httpx.py](https://app.codecov.io/gh/scrapy/scrapy/pull/7300?src=pr&el=tree&filepath=scrapy%2Fcore%2Fdownloader%2Fhandlers%2F_httpx.py&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=scrapy#diff-c2NyYXB5L2NvcmUvZG93bmxvYWRlci9oYW5kbGVycy9faHR0cHgucHk=) | `96.52% <100.00%> (ø)` | |
| [scrapy/core/downloader/handlers/http11.py](https://app.codecov.io/gh/scrapy/scrapy/pull/7300?src=pr&el=tree&filepath=scrapy%2Fcore%2Fdownloader%2Fhandlers%2Fhttp11.py&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=scrapy#diff-c2NyYXB5L2NvcmUvZG93bmxvYWRlci9oYW5kbGVycy9odHRwMTEucHk=) | `95.37% <100.00%> (ø)` | |
| [scrapy/core/engine.py](https://app.codecov.io/gh/scrapy/scrapy/pull/7300?src=pr&el=tree&filepath=scrapy%2Fcore%2Fengine.py&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=scrapy#diff-c2NyYXB5L2NvcmUvZW5naW5lLnB5) | `91.61% <100.00%> (+0.05%)` | :arrow_up: |
| [scrapy/core/http2/protocol.py](https://app.codecov.io/gh/scrapy/scrapy/pull/7300?src=pr&el=tree&filepath=scrapy%2Fcore%2Fhttp2%2Fprotocol.py&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=scrapy#diff-c2NyYXB5L2NvcmUvaHR0cDIvcHJvdG9jb2wucHk=) | `84.15% <100.00%> (ø)` | |
| [scrapy/core/spidermw.py](https://app.codecov.io/gh/scrapy/scrapy/pull/7300?src=pr&el=tree&filepath=scrapy%2Fcore%2Fspidermw.py&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=scrapy#diff-c2NyYXB5L2NvcmUvc3BpZGVybXcucHk=) | `96.40% <100.00%> (ø)` | |
| ... and [21 more](https://app.codecov.io/gh/scrapy/scrapy/pull/7300?src=pr&el=tree-more&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=scrapy) | |
</details>",
scrapy/scrapy,7039,Laerte,"@@ -103,56 +95,6 @@ def test_maxdelay_definition(value, expected):
     assert at.maxdelay == expected
 
 
-@pytest.mark.parametrize(
-    (""min_spider"", ""min_setting"", ""start_setting"", ""expected""),
-    [
-        (UNSET, UNSET, UNSET, AUTOTHROTTLE_START_DELAY),
-        (AUTOTHROTTLE_START_DELAY - 1.0, UNSET, UNSET, AUTOTHROTTLE_START_DELAY),
-        (AUTOTHROTTLE_START_DELAY + 1.0, UNSET, UNSET, AUTOTHROTTLE_START_DELAY + 1.0),
-        (UNSET, AUTOTHROTTLE_START_DELAY - 1.0, UNSET, AUTOTHROTTLE_START_DELAY),
-        (UNSET, AUTOTHROTTLE_START_DELAY + 1.0, UNSET, AUTOTHROTTLE_START_DELAY + 1.0),
-        (UNSET, UNSET, AUTOTHROTTLE_START_DELAY - 1.0, AUTOTHROTTLE_START_DELAY - 1.0),
-        (UNSET, UNSET, AUTOTHROTTLE_START_DELAY + 1.0, AUTOTHROTTLE_START_DELAY + 1.0),
-        (
-            AUTOTHROTTLE_START_DELAY + 1.0,
-            AUTOTHROTTLE_START_DELAY + 2.0,
-            UNSET,
-            AUTOTHROTTLE_START_DELAY + 1.0,
-        ),
-        (
-            AUTOTHROTTLE_START_DELAY + 2.0,
-            UNSET,
-            AUTOTHROTTLE_START_DELAY + 1.0,
-            AUTOTHROTTLE_START_DELAY + 2.0,
-        ),
-        (
-            AUTOTHROTTLE_START_DELAY + 1.0,
-            UNSET,
-            AUTOTHROTTLE_START_DELAY + 2.0,
-            AUTOTHROTTLE_START_DELAY + 2.0,
-        ),
-    ],
-)
-def test_startdelay_definition(min_spider, min_setting, start_setting, expected):",Is this test useless/duplicate without `min_spider`?,
django/django,20587,charettes,,"@jacobtylerwalls 

> to flesh out my thought, based on your hint I was anticipating that a user would need to change

Some Raw SQL references to annotations composed of upper cased characters might to be updated but I'll note that the SQL standard doesn't allow `SELECT` members to be referenced by follow up members of the same query.

Example in the `SELECT` clause (which would be follow up `annotate` call)s

- [MySQL](https://dbfiddle.uk/sv5pIRIz)
- [Postgres](https://dbfiddle.uk/5OjpNOyY)
- [SQLite](https://dbfiddle.uk/46bQgyJS)

and in the `WHERE` [clause](https://dbfiddle.uk/WPGCSAe2) (which would be follow up `filter` call) except for [SQLite](https://dbfiddle.uk/DXzllRNC) which ignores the case anyway.

So I can't think of common cases where `RawSQL` would need to be adjusted in the way you describe

There are cases like a `FilteredRelation` annotation (which now has its `JOIN` name quoted) but these need to be referenced by a `filter` or `annotate` to be actually used (otherwise the join is not materialized) so I feel like the intersection of mixed case is very small.

As for the poor man implicit parent `JOIN` logic in `RawSQL.as_sql` I wouldn't worry too much about it as it can already be broken in multiple ways (e.g. imagine a parent field with a very generic name like `rent` colliding with the `current_timestamp` function usage in `RawSQL`) and the `annotate.annotate` example you provided is not realistic as a `SELECT` member cannot reference a previous alias by name unless I'm missing something.",
pandas-dev/pandas,65030,jbrockmendel,,Thanks @jbrockmendel ,
pandas-dev/pandas,65027,jbrockmendel,,Thanks @jbrockmendel ,
scrapy/scrapy,7164,wRAR,"@@ -175,16 +175,19 @@ Use a fallback component:
     class MyHandler:
         lazy = False
 
-        def __init__(self, settings, crawler):
-            dhcls = load_object(settings.get(FALLBACK_SETTING))
+        def __init__(self, crawler):
+            dhcls = load_object(crawler.settings.get(FALLBACK_SETTING))
             self._fallback_handler = build_from_crawler(dhcls, crawler)
 
-        def download_request(self, request, spider):
+        async def download_request(self, request):
             if request.meta.get(""my_params""):
                 # handle the request
                 ...
             else:
-                return self._fallback_handler.download_request(request, spider)
+                return await self._fallback_handler.download_request(request)
+
+        async def close():","The `close()` method is missing the `self` parameter. It should be `async def close(self):`
```suggestion
        async def close(self):
```",
pallets/flask,5499,Josecespedesant,,"Hello, thank you for your response, I went ahead and applied changes without taking a look at the contribution guide, I just went through it and will make the process correctly, my apologies.",
django/django,19794,cliffordgama,,"Thinking again, let's add the `test_filter_in` and just skip it with a new flag like `supports_json_field_in` to match `supports_json_field_contains`.",
pallets/flask,5459,dependabot[bot],,@dependabot unignore *,
scrapy/scrapy,5260,Git-Jiro,"@@ -84,3 +86,91 @@ running :class:`~scrapy.Spider` class.
 If you wish to log the requests that couldn't be serialized, you can set the
 :setting:`SCHEDULER_DEBUG` setting to ``True`` in the project's settings page.
 It is ``False`` by default.
+
+.. _jobdir-details:
+
+Job directory details
+=====================
+
+(using the DownloaderAwarePriorityQueue)::","You should be able to find the relevant parts searching for `JOBDIR` in the code, and following from there.",
scrapy/scrapy,7164,wRAR,"@@ -112,43 +102,23 @@ def download_request(self, request: Request, spider: Spider) -> Deferred[Respons
         creator = ClientCreator(
             reactor, FTPClient, user, password, passive=passive_mode
         )
-        dfd: Deferred[FTPClient] = creator.connectTCP(
-            parsed_url.hostname, parsed_url.port or 21
+        client: FTPClient = await maybe_deferred_to_future(
+            creator.connectTCP(parsed_url.hostname, parsed_url.port or 21)
         )
-        return dfd.addCallback(self.gotClient, request, unquote(parsed_url.path))
-
-    def gotClient(
-        self, client: FTPClient, request: Request, filepath: str
-    ) -> Deferred[Response]:
-        self.client = client
+        filepath = unquote(parsed_url.path)
         protocol = ReceivedDataProtocol(request.meta.get(""ftp_local_filename""))
-        d = client.retrieveFile(filepath, protocol)
-        d.addCallback(self._build_response, request, protocol)
-        d.addErrback(self._failed, request)
-        return d
-
-    def _build_response(
-        self, result: Any, request: Request, protocol: ReceivedDataProtocol
-    ) -> Response:
-        self.result = result
+        try:
+            await maybe_deferred_to_future(client.retrieveFile(filepath, protocol))
+        except CommandFailed as e:
+            message = str(e)
+            if m := _CODE_RE.search(message):
+                ftpcode = m.group()","The variable name 'm' is ambiguous. Consider renaming it to 'match' or 'code_match' for better clarity.
```suggestion
            if match := _CODE_RE.search(message):
                ftpcode = match.group()
```",
tiangolo/fastapi,15170,tiangolo,,"<!-- __CODSPEED_PERFORMANCE_REPORT_COMMENT__ -->
## Merging this PR will **not alter performance**




`✅ 20` untouched benchmarks  



---

<sub>Comparing <code>translate-ko-update-outdated-79da9117</code> (b7d2eb5) with <code>master</code> (d90c385)[^unexpected-base]</sub>

<a href=""https://codspeed.io/fastapi/fastapi/branches/translate-ko-update-outdated-79da9117?utm_source=github&utm_medium=comment-v2&utm_content=button"">
  <picture>
    <source media=""(prefers-color-scheme: dark)"" srcset=""https://codspeed.io/pr-report/open-in-codspeed-dark.svg"">
    <source media=""(prefers-color-scheme: light)"" srcset=""https://codspeed.io/pr-report/open-in-codspeed-light.svg"">
    <img alt=""Open in CodSpeed"" src=""https://codspeed.io/pr-report/open-in-codspeed-light.svg"" width=""169"" height=""32"">
  </picture>
</a>

[^unexpected-base]: No successful run was found on <code>master</code> (9d6ee88) during the generation of this report, so d90c385 was used instead as the comparison base. There might be some changes unrelated to this pull request in this report.
",
scrapy/scrapy,7182,wRAR,"@@ -79,6 +79,21 @@ Backward-incompatible changes
     :class:`~twisted.internet.defer.Deferred` object. This
     change only impacts code that calls this method directly.
 
+-   In order to fix a long-standing bug with handling of asynchronous storages
+    the following changes were made to media pipeline classes, which can impact
+    some of the user code that subclasses them or calls their methods directly:
+
+    - overrides of :meth:`scrapy.pipelines.media.MediaPipeline.media_downloaded`
+      and :meth:`~scrapy.pipelines.files.FilesPipeline.file_downloaded` can now
+      return coroutines
+
+    - :meth:`~scrapy.pipelines.files.FilesPipeline.media_downloaded`,
+      :meth:`~scrapy.pipelines.files.FilesPipeline.file_downloaded` and
+      :meth:`~scrapy.pipelines.images.ImagesPipeline.image_downloaded` now
+      return coroutines
+
+    (:issue:`2183`, :issue:`6369`, PR TBD)","The PR reference is marked as 'TBD'. This should be updated with the actual PR number before merging.
```suggestion
    (:issue:`2183`, :issue:`6369`)
```",
